3.096535873413085938e+01,1.701768951416015625e+02,3.532558288574218750e+02,5.396959228515625000e+02,6.974271850585937500e+02,8.057261352539062500e+02,8.859855346679687500e+02,8.724570312500000000e+02,8.025435791015625000e+02,6.819858398437500000e+02,5.239176025390625000e+02,3.432380981445312500e+02,1.625464324951171875e+02,2.674499893188476562e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.761905001942068338e-04
1.561559391021728516e+01,8.577059173583984375e+01,1.777844085693359375e+02,2.524599914550781250e+02,2.957181091308593750e+02,2.446677246093750000e+02,2.386360778808593750e+02,1.932866516113281250e+02,1.444736785888671875e+02,1.296628570556640625e+02,1.112502288818359375e+02,8.933738708496093750e+01,5.137904739379882812e+01,1.217999935150146484e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.380952500971034169e-04
9.394642639160156250e+01,3.014370422363281250e+02,5.188972778320312500e+02,7.181443481445312500e+02,8.823750610351562500e+02,9.982984619140625000e+02,1.056903564453125000e+03,1.053853881835937500e+03,9.894157104492187500e+02,8.694550170898437500e+02,7.029944458007812500e+02,5.030209350585937500e+02,2.861956176757812500e+02,8.264987945556640625e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.071428600698709488e-02
5.197536468505859375e+01,1.117096405029296875e+02,1.518428649902343750e+02,1.748707275390625000e+02,1.893105926513671875e+02,2.003664245605468750e+02,1.842771453857421875e+02,1.941192779541015625e+02,1.957013092041015625e+02,1.899873962402343750e+02,1.738457183837890625e+02,1.468429870605468750e+02,1.061542968750000000e+02,4.738178253173828125e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.250000111758708954e-02
4.482916641235351562e+01,1.218516769409179688e+02,2.041507110595703125e+02,2.921594238281250000e+02,3.868616638183593750e+02,4.942534179687500000e+02,5.515537719726562500e+02,5.779349365234375000e+02,5.109914550781250000e+02,4.326069335937500000e+02,3.145751342773437500e+02,1.980398712158203125e+02,1.065760726928710938e+02,4.026297378540039062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035714242607355118e-02
1.906464195251464844e+01,2.836012077331542969e+01,3.330178451538085938e+01,3.629535675048828125e+01,3.818559646606445312e+01,3.900333023071289062e+01,3.969250106811523438e+01,3.973333358764648438e+01,3.894440460205078125e+01,3.758642578125000000e+01,3.557035827636718750e+01,3.271631240844726562e+01,2.803297615051269531e+01,1.824238204956054688e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.095237426459789276e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.557142853736877441e-01,3.518047332763671875e+01,1.364135589599609375e+02,2.752295227050781250e+02,4.256480407714843750e+02,5.623574829101562500e+02,6.680262451171875000e+02,7.326432495117187500e+02,7.490908203125000000e+02,7.128231811523437500e+02,6.338990478515625000e+02,5.193560791015625000e+02,3.815223999023437500e+02,2.352390441894531250e+02,1.017532196044921875e+02,1.417583370208740234e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.477381080389022827e-01,1.986273765563964844e+01,6.571595001220703125e+01,1.340239257812500000e+02,1.972193145751953125e+02,2.335866699218750000e+02,2.505318908691406250e+02,2.658727111816406250e+02,2.423742828369140625e+02,2.193486785888671875e+02,1.596098785400390625e+02,1.209577484130859375e+02,9.158976745605468750e+01,6.244821548461914062e+01,3.489226150512695312e+01,5.645356655120849609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.745833396911621094e+00,9.892928314208984375e+01,2.627098999023437500e+02,4.383261108398437500e+02,6.056135864257812500e+02,7.483648681640625000e+02,8.554719848632812500e+02,9.216533813476562500e+02,9.366473999023437500e+02,9.009823608398437500e+02,8.205631713867187500e+02,6.974407348632812500e+02,5.432656250000000000e+02,3.707679748535156250e+02,1.967378387451171875e+02,4.841452789306640625e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.428809642791748047e+00,5.639773941040039062e+01,1.094544067382812500e+02,1.473034667968750000e+02,1.716827239990234375e+02,1.853146209716796875e+02,1.926719055175781250e+02,1.968010711669921875e+02,1.968534393310546875e+02,1.953839263916015625e+02,1.906942901611328125e+02,1.770265350341796875e+02,1.551610565185546875e+02,1.246795196533203125e+02,8.568952178955078125e+01,3.307547760009765625e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.532618999481201172e+00,4.926262283325195312e+01,1.135498809814453125e+02,1.744777374267578125e+02,2.457555847167968750e+02,3.182312927246093750e+02,3.763853149414062500e+02,3.963941955566406250e+02,4.279627075195312500e+02,3.858358459472656250e+02,3.852065734863281250e+02,3.204664001464843750e+02,2.340458526611328125e+02,1.457266845703125000e+02,7.643464660644531250e+01,2.418606948852539062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.687262058258056641e+00,2.330000114440917969e+01,3.275011825561523438e+01,3.795428466796875000e+01,4.152523803710937500e+01,4.393095016479492188e+01,4.557988357543945312e+01,4.612678909301757812e+01,4.654714202880859375e+01,4.588809204101562500e+01,4.498238372802734375e+01,4.313988113403320312e+01,4.036071395874023438e+01,3.622202682495117188e+01,3.028214454650878906e+01,1.680928611755371094e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.976539154052734375e+02,1.566184387207031250e+02,1.250601196289062500e+02,1.043652343750000000e+02,9.492858123779296875e+01,9.705773925781250000e+01,1.109952392578125000e+02,1.366775054931640625e+02,1.723150177001953125e+02,2.166940765380859375e+02,2.668475036621093750e+02,3.193741760253906250e+02,3.705572814941406250e+02,4.167845153808593750e+02,4.542919921875000000e+02,4.791351623535156250e+02,4.891934204101562500e+02,4.851134643554687500e+02,4.682450256347656250e+02,4.383252258300781250e+02,3.981502380371093750e+02,3.500722045898437500e+02,2.977372741699218750e+02,2.455346374511718750e+02
7.964416503906250000e+01,6.834809875488281250e+01,5.079785537719726562e+01,3.723321533203125000e+01,3.342071914672851562e+01,3.514773941040039062e+01,4.304750442504882812e+01,5.869952392578125000e+01,7.618273925781250000e+01,8.322404479980468750e+01,9.977666473388671875e+01,1.146303558349609375e+02,1.330616607666015625e+02,1.543683166503906250e+02,1.670167694091796875e+02,1.846144104003906250e+02,1.828789215087890625e+02,1.792755889892578125e+02,1.717735748291015625e+02,1.673625030517578125e+02,1.443182220458984375e+02,1.229694061279296875e+02,1.075736846923828125e+02,9.204701995849609375e+01
2.436213226318359375e+02,1.985502471923828125e+02,1.636096496582031250e+02,1.405373840332031250e+02,1.304996643066406250e+02,1.338050079345703125e+02,1.496963195800781250e+02,1.781706085205078125e+02,2.179486999511718750e+02,2.668251342773437500e+02,3.216375122070312500e+02,3.785396118164062500e+02,4.332338256835937500e+02,4.819682006835937500e+02,5.209776000976562500e+02,5.473711547851562500e+02,5.593023071289062500e+02,5.558679809570312500e+02,5.372059936523437500e+02,5.045473937988281250e+02,4.614125976562500000e+02,4.095882263183593750e+02,3.534246215820312500e+02,2.969863281250000000e+02
7.711297607421875000e+01,7.208928680419921875e+01,6.537333679199218750e+01,6.044476318359375000e+01,5.834840011596679688e+01,5.957928466796875000e+01,6.317047119140625000e+01,6.856369018554687500e+01,7.614464569091796875e+01,8.044881439208984375e+01,8.966166687011718750e+01,9.832820892333984375e+01,1.056626129150390625e+02,1.115603637695312500e+02,1.147505950927734375e+02,1.183026199340820312e+02,1.197698745727539062e+02,1.190519027709960938e+02,1.162608413696289062e+02,1.126607208251953125e+02,1.077678604125976562e+02,1.002925033569335938e+02,9.238941192626953125e+01,8.402237701416015625e+01
1.276782073974609375e+02,1.123076248168945312e+02,9.779808807373046875e+01,8.845606994628906250e+01,8.425052642822265625e+01,8.591095733642578125e+01,9.249024200439453125e+01,1.027495193481445312e+02,1.209921340942382812e+02,1.327159576416015625e+02,1.650262145996093750e+02,1.966207122802734375e+02,2.260657043457031250e+02,2.486372528076171875e+02,2.659024963378906250e+02,2.737055969238281250e+02,2.860778503417968750e+02,2.776865539550781250e+02,2.675320434570312500e+02,2.556747741699218750e+02,2.356434631347656250e+02,2.099860687255859375e+02,1.776336822509765625e+02,1.461579742431640625e+02
4.560618972778320312e+01,4.397154998779296875e+01,4.020476531982421875e+01,3.729797744750976562e+01,3.579635238647460938e+01,3.615380859375000000e+01,3.815201950073242188e+01,4.122833251953125000e+01,4.524785614013671875e+01,4.584535980224609375e+01,5.054142379760742188e+01,5.475404739379882812e+01,5.823726272583007812e+01,6.139987945556640625e+01,6.270916748046875000e+01,6.441963958740234375e+01,6.443619537353515625e+01,6.346332550048828125e+01,6.237475585937500000e+01,6.146142578125000000e+01,5.967786026000976562e+01,5.612250137329101562e+01,5.221237564086914062e+01,4.805560302734375000e+01
